Id,PcsId,StageId,StageRaceId,StageRace,Name,RaceDate,RaceType,Distance,Elevation,Duration,Status,ProfileImageUrl,PointsScale,UciScale,ParcoursType,ProfileScore,RaceRanking,StartlistQuality,DecidingMethod,Classification,Category,PcsUrl,WcsUrl,PointsRetrieved,ResultsRetrieved,StartListRetrieved,DetailsCompleted,GameOrganized,Error,Updated
criterium-du-dauphine/2024/stage-8,dauphine/2024/stage-8,stage-8,criterium-du-dauphine/2024,1,Stage 8 | Thônes - Plateau des Glières,2024-06-09 00:00:00.000,Multi-day race,161,3751,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/bb/dauphine-2024-stage-8-profile.png,2.WT.Stage,UCI.WR.C1.Stage,5,294,18,779,Other,2.UWT,ME - Men Elite,https://www.procyclingstats.com/race/dauphine/2024/stage-8,https://www.worldcyclingstats.com/en/race/criterium-du-dauphine/2024/stage-8,1,0,0,0,NULL,NULL,2025-02-07 07:27:44.2357570
criterium-du-dauphine/2025,dauphine/2025,NULL,NULL,0,Critérium du Dauphiné,NULL,NULL,NULL,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,2025-02-06 20:01:22.5418870
cro-race/2024,tour-of-croatia/2024,NULL,NULL,0,CRO Race,NULL,NULL,NULL,NULL,NULL,Finished,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,2025-01-30 15:03:34.4478930
cro-race/2024/stage-1,tour-of-croatia/2024/stage-1,stage-1,cro-race/2024,1,Stage 1 | Vodice - Sinj,2024-10-01 00:00:00.000,Multi-day race,163,2309,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/db/tour-of-croatia-2024-stage-1-profile.jpg,2.1.Stage,UCI.WR.1.Stage,2,66,98,222,Sprintoflargegroup,2.1,ME - Men Elite,https://www.procyclingstats.com/race/tour-of-croatia/2024/stage-1,https://www.worldcyclingstats.com/en/race/cro-race/2024/stage-1,1,0,0,0,NULL,NULL,2025-02-07 07:27:47.8923720
cro-race/2024/stage-2,tour-of-croatia/2024/stage-2,stage-2,cro-race/2024,1,Stage 2 | Biograd na Moru - Novalja,2024-10-02 00:00:00.000,Multi-day race,115,1010,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/bb/tour-of-croatia-2024-stage-2-profile.jpg,2.1.Stage,UCI.WR.1.Stage,2,43,98,222,Sprintoflargegroup,2.1,ME - Men Elite,https://www.procyclingstats.com/race/tour-of-croatia/2024/stage-2,https://www.worldcyclingstats.com/en/race/cro-race/2024/stage-2,1,0,0,0,NULL,NULL,2025-02-07 07:27:51.5340640
cro-race/2024/stage-3,tour-of-croatia/2024/stage-3,stage-3,cro-race/2024,1,Stage 3 | Novi Vinodolski - Opatija,2024-10-03 00:00:00.000,Multi-day race,90,1520,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/bd/tour-of-croatia-2024-stage-3-profile-n3.jpg,2.1.Stage,UCI.WR.1.Stage,2,75,98,222,41.5kmsolo,2.1,ME - Men Elite,https://www.procyclingstats.com/race/tour-of-croatia/2024/stage-3,https://www.worldcyclingstats.com/en/race/cro-race/2024/stage-3,1,0,0,0,NULL,NULL,2025-02-07 07:27:55.2360700
cro-race/2024/stage-4,tour-of-croatia/2024/stage-4,stage-4,cro-race/2024,1,Stage 4 | Krk - Labin,2024-10-04 00:00:00.000,Multi-day race,161,2990,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/cc/tour-of-croatia-2024-stage-4-profile.jpg,2.1.Stage,UCI.WR.1.Stage,3,131,98,222,Sprintofsmallgroup,2.1,ME - Men Elite,https://www.procyclingstats.com/race/tour-of-croatia/2024/stage-4,https://www.worldcyclingstats.com/en/race/cro-race/2024/stage-4,1,0,0,0,NULL,NULL,2025-02-07 07:27:58.8080880
cro-race/2024/stage-5,tour-of-croatia/2024/stage-5,stage-5,cro-race/2024,1,Stage 5 | Ozalj - Karlovac,2024-10-05 00:00:00.000,Multi-day race,101,1069,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/ab/tour-of-croatia-2024-stage-5-profile.jpg,2.1.Stage,UCI.WR.1.Stage,1,47,98,222,Sprintoflargegroup,2.1,ME - Men Elite,https://www.procyclingstats.com/race/tour-of-croatia/2024/stage-5,https://www.worldcyclingstats.com/en/race/cro-race/2024/stage-5,1,0,0,0,NULL,NULL,2025-02-07 07:28:02.2014240
cro-race/2024/stage-6,tour-of-croatia/2024/stage-6,stage-6,cro-race/2024,1,Stage 6 | Sveta Nedelja - Zagreb,2024-10-06 00:00:00.000,Multi-day race,158,539,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/fc/tour-of-croatia-2024-stage-6-profile.jpg,2.1.Stage,UCI.WR.1.Stage,1,5,98,222,Sprintoflargegroup,2.1,ME - Men Elite,https://www.procyclingstats.com/race/tour-of-croatia/2024/stage-6,https://www.worldcyclingstats.com/en/race/cro-race/2024/stage-6,1,0,0,0,NULL,NULL,2025-02-07 07:28:05.2659550
cro-race/2025,tour-of-croatia/2025,NULL,NULL,0,CRO Race,NULL,NULL,NULL,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,2025-02-06 20:01:23.8452360
cup-of-doltcini-in-the-footsteps-of-the-romans/2024,in-the-footsteps-of-the-romans/2024,NULL,NULL,0,Cup of Doltcini-In the Footsteps of the Romans,NULL,NULL,NULL,NULL,NULL,Finished,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,2025-02-01 13:07:05.1348780
cup-of-doltcini-in-the-footsteps-of-the-romans/2024/stage-1,in-the-footsteps-of-the-romans/2024/stage-1,stage-1,cup-of-doltcini-in-the-footsteps-of-the-romans/2024,1,Stage 1 | Bansko - Razlog,2024-08-31 00:00:00.000,Multi-day race,126,1098,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/dc/in-the-footsteps-of-the-romans-2024-stage-1-profile.jpg,2.2.Stage,UCI.WR.2.Stage,3,14,430,1,Sprintoflargegroup,2.2,ME - Men Elite,https://www.procyclingstats.com/race/in-the-footsteps-of-the-romans/2024/stage-1,https://www.worldcyclingstats.com/en/race/cup-of-doltcini-in-the-footsteps-of-the-romans/2024/stage-1,1,0,0,0,0,NULL,2025-02-07 07:28:08.2174150
cup-of-doltcini-in-the-footsteps-of-the-romans/2024/stage-2,in-the-footsteps-of-the-romans/2024/stage-2,stage-2,cup-of-doltcini-in-the-footsteps-of-the-romans/2024,1,Stage 2 | Banya - Razlog,2024-09-01 00:00:00.000,Multi-day race,134,1368,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/fb/in-the-footsteps-of-the-romans-2024-stage-2-profile.jpg,2.2.Stage,UCI.WR.2.Stage,3,29,430,1,?-letusknow!,2.2,ME - Men Elite,https://www.procyclingstats.com/race/in-the-footsteps-of-the-romans/2024/stage-2,https://www.worldcyclingstats.com/en/race/cup-of-doltcini-in-the-footsteps-of-the-romans/2024/stage-2,0,0,0,1,NULL,NULL,2025-02-01 13:07:07.7323330
cycling-tour-of-szeklerland/2024,tour-of-szeklerland/2024,NULL,NULL,0,Cycling Tour of Szeklerland,NULL,NULL,NULL,NULL,NULL,Finished,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,2025-01-30 15:03:45.6657870
cycling-tour-of-szeklerland/2024/stage-1,tour-of-szeklerland/2024/stage-1,stage-1,cycling-tour-of-szeklerland/2024,1,Prologue | Sfântu Gheorghe - Sfântu Gheorghe,2024-08-07 00:00:00.000,Multi-day race,5,85,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/cb/tour-of-szeklerland-2024-stage-1-profile.jpg,2.2.Stage,UCI.WR.2.Stage,1,8,306,12,NULL,2.2,ME - Men Elite,https://www.procyclingstats.com/race/tour-of-szeklerland/2024/stage-1,https://www.worldcyclingstats.com/en/race/cycling-tour-of-szeklerland/2024/stage-1,1,0,0,0,0,NULL,2025-02-07 07:28:11.4800130
cycling-tour-of-szeklerland/2024/stage-2,tour-of-szeklerland/2024/stage-2,stage-2,cycling-tour-of-szeklerland/2024,1,Stage 1 | Sfântu Gheorghe - Miercurea Ciuc,2024-08-08 00:00:00.000,Multi-day race,117,622,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/ef/tour-of-szeklerland-2024-stage-2-profile.jpg,2.2.Stage,UCI.WR.2.Stage,2,14,306,12,?-letusknow!,2.2,ME - Men Elite,https://www.procyclingstats.com/race/tour-of-szeklerland/2024/stage-2,https://www.worldcyclingstats.com/en/race/cycling-tour-of-szeklerland/2024/stage-2,0,0,0,1,NULL,NULL,2025-01-30 15:03:48.5071270
cycling-tour-of-szeklerland/2024/stage-3,tour-of-szeklerland/2024/stage-3,stage-3,cycling-tour-of-szeklerland/2024,1,Stage 2 | Târgu Mureș - Miercurea Ciuc,2024-08-09 00:00:00.000,Multi-day race,171,1964,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/cd/tour-of-szeklerland-2024-stage-3-profile.jpg,2.2.Stage,UCI.WR.2.Stage,2,43,306,12,?-letusknow!,2.2,ME - Men Elite,https://www.procyclingstats.com/race/tour-of-szeklerland/2024/stage-3,https://www.worldcyclingstats.com/en/race/cycling-tour-of-szeklerland/2024/stage-3,0,0,0,1,NULL,NULL,2025-01-30 15:03:49.9094800
cycling-tour-of-szeklerland/2025,tour-of-szeklerland/2025,NULL,NULL,0,Cycling Tour of Szeklerland,NULL,NULL,NULL,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,2025-02-06 20:01:25.1203000
czech-tour/2024,NULL,NULL,NULL,1,Czech Tour,NULL,NULL,NULL,NULL,NULL,Finished,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,NULL
czech-tour/2024/stage-1,czech-tour/2024/stage-1,stage-1,czech-tour/2024,1,Stage 1 | Prostějov - Ostrava,2024-07-25 00:00:00.000,Multi-day race,151,1275,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/bc/czech-tour-2024-stage-1-sprint.jpg,2.1.Stage,UCI.WR.1.Stage,2,32,101,219,Sprintoflargegroup,2.1,ME - Men Elite,https://www.procyclingstats.com/race/czech-tour/2024/stage-1,https://www.worldcyclingstats.com/en/race/czech-tour/2024/stage-1,1,0,0,0,0,NULL,2025-02-07 07:28:13.9910890
czech-tour/2024/stage-2,czech-tour/2024/stage-2,stage-2,czech-tour/2024,1,Stage 2 | Zlín - Pustevny,2024-07-26 00:00:00.000,Multi-day race,173,3312,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/cf/czech-tour-2024-stage-2-sprint.jpg,2.1.Stage,UCI.WR.1.Stage,5,209,101,219,0.6kmsolo,2.1,ME - Men Elite,https://www.procyclingstats.com/race/czech-tour/2024/stage-2,https://www.worldcyclingstats.com/en/race/czech-tour/2024/stage-2,1,0,0,0,0,NULL,2025-02-07 07:28:16.4912960
czech-tour/2024/stage-3,czech-tour/2024/stage-3,stage-3,czech-tour/2024,1,Stage 3 | Moravská Třebová - Dlouhé stráně,2024-07-27 00:00:00.000,Multi-day race,135,2284,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/ea/czech-tour-2024-stage-3-sprint.jpg,2.1.Stage,UCI.WR.1.Stage,5,214,101,219,7kmsolo,2.1,ME - Men Elite,https://www.procyclingstats.com/race/czech-tour/2024/stage-3,https://www.worldcyclingstats.com/en/race/czech-tour/2024/stage-3,1,0,0,0,0,NULL,2025-02-07 07:28:18.9862830
czech-tour/2024/stage-4,czech-tour/2024/stage-4,stage-4,czech-tour/2024,1,Stage 4 | Šumperk - Šternberk,2024-07-28 00:00:00.000,Multi-day race,132,1779,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/cb/czech-tour-2024-stage-4-sprint.jpg,2.1.Stage,UCI.WR.1.Stage,2,93,101,219,Sprintofsmallgroup,2.1,ME - Men Elite,https://www.procyclingstats.com/race/czech-tour/2024/stage-4,https://www.worldcyclingstats.com/en/race/czech-tour/2024/stage-4,1,0,0,0,0,NULL,2025-02-07 07:28:21.4781020
czech-tour/2025,NULL,NULL,NULL,0,Czech Tour,NULL,NULL,NULL,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,2025-02-06 20:01:26.3370200
czech-tour/2025/stage-1,czech-tour/2025/stage-1,stage-1,czech-tour/2025,0,Stage 1 |  -,2025-08-14 00:00:00.000,NULL,0,NULL,NULL,Planned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL
czech-tour/2025/stage-2,czech-tour/2025/stage-2,stage-2,czech-tour/2025,0,Stage 2 |  -,2025-08-15 00:00:00.000,NULL,0,NULL,NULL,Planned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL
czech-tour/2025/stage-3,czech-tour/2025/stage-3,stage-3,czech-tour/2025,0,Stage 3 |  -,2025-08-16 00:00:00.000,NULL,0,NULL,NULL,Planned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL
czech-tour/2025/stage-4,czech-tour/2025/stage-4,stage-4,czech-tour/2025,0,Stage 4 |  -,2025-08-17 00:00:00.000,NULL,0,NULL,NULL,Planned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL
danilith-nokere-koerse/2024,danilith-nokere-koerse-voor-dames/2024,NULL,NULL,0,Danilith Nokere Koerse,2024-03-13 00:00:00.000,One-day race,127,778,NULL,Planned,https://www.procyclingstats.com/images/profiles/ca/fb/danilith-nokere-koerse-voor-dames-2024-result-profile.jpg,F-1.PRO,UCI.WE.Pro,3,13,37,508,7.3kmsolo,1.Pro,WE - Women Elite,https://www.procyclingstats.com/race/danilith-nokere-koerse-voor-dames/2024,https://www.worldcyclingstats.com/en/race/danilith-nokere-koerse/2024,0,0,0,1,NULL,NULL,2025-01-28 13:22:19.4740190
danilith-nokere-koerse/2025,danilith-nokere-koerse-voor-dames/2025,NULL,NULL,0,Danilith Nokere Koerse,NULL,NULL,NULL,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,2025-02-06 20:01:27.6455330
danilith-nokere-koerse-voor-dames/2024,danilith-nokere-koerse-voor-dames/2024,NULL,NULL,0,Danilith Nokere Koerse Women,2024-03-13 00:00:00.000,One-day race,127,778,NULL,Planned,https://www.procyclingstats.com/images/profiles/ca/fb/danilith-nokere-koerse-voor-dames-2024-result-profile.jpg,F-1.PRO,UCI.WE.Pro,3,13,37,508,7.3kmsolo,1.Pro,WE - Women Elite,https://www.procyclingstats.com/race/danilith-nokere-koerse-voor-dames/2024,https://www.worldcyclingstats.com/en/race/danilith-nokere-koerse-voor-dames/2024,0,0,0,1,NULL,NULL,2025-01-28 13:22:22.6865560
danilith-nokere-koerse-voor-dames/2025,danilith-nokere-koerse-voor-dames/2025,NULL,NULL,0,Danilith Nokere Koerse Women,2025-03-19 00:00:00.000,One-day race,0,NULL,NULL,Planned,NULL,F-1.PRO,UCI.WE.Pro,0,NULL,NULL,NULL,?-letusknow!,1.Pro,WE - Women Elite,https://www.procyclingstats.com/race/danilith-nokere-koerse-voor-dames/2025,https://www.worldcyclingstats.com/en/race/danilith-nokere-koerse-voor-dames/2025,0,0,0,0,NULL,NULL,2025-02-06 20:01:28.8476740
danilith-nokere-koerse-voor-juniores/2024,danilith-nokere-koerse-voor-juniores/2024,NULL,NULL,0,Danilith Nokere Koerse voor Juniores,2024-03-09 00:00:00.000,One-day race,127,777,NULL,Planned,https://www.procyclingstats.com/images/profiles/ca/bd/danilith-nokere-koerse-voor-juniores-2024-result-profile.jpg,J-1.1,,3,13,NULL,NULL,0.5kmsolo,1.1,MJ - Men Juniors,https://www.procyclingstats.com/race/danilith-nokere-koerse-voor-juniores/2024,https://www.worldcyclingstats.com/en/race/danilith-nokere-koerse-voor-juniores/2024,0,0,0,1,NULL,NULL,2025-01-28 13:22:25.9437770
danilith-nokere-koerse-voor-juniores/2025,danilith-nokere-koerse-voor-juniores/2025,NULL,NULL,0,Danilith Nokere Koerse voor Juniores,2025-03-15 00:00:00.000,One-day race,0,NULL,NULL,Planned,NULL,J-1.1,,0,NULL,NULL,NULL,?-letusknow!,1.1,MJ - Men Juniors,https://www.procyclingstats.com/race/danilith-nokere-koerse-voor-juniores/2025,https://www.worldcyclingstats.com/en/race/danilith-nokere-koerse-voor-juniores/2025,0,0,0,0,NULL,NULL,2025-02-06 20:01:30.0450140
de-brabantse-pijl/2024,brabantse-pijl-we/2024,NULL,NULL,0,De Brabantse Pijl,2024-04-10 00:00:00.000,One-day race,135,1453,NULL,Planned,https://www.procyclingstats.com/images/profiles/ca/fb/brabantse-pijl-we-2024-result-profile.jpg,F-1.PRO,UCI.WE.Pro,3,58,26,724,7.9kmsolo,1.Pro,WE - Women Elite,https://www.procyclingstats.com/race/brabantse-pijl-we/2024,https://www.worldcyclingstats.com/en/race/de-brabantse-pijl/2024,0,0,0,1,NULL,NULL,2025-01-28 13:22:32.4704200
de-brabantse-pijl/2025,brabantse-pijl/2025,NULL,NULL,0,De Brabantse Pijl,NULL,NULL,NULL,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,2025-02-06 20:01:31.3583180
de-brabantse-pijl-vrouwen/2024,brabantse-pijl-we/2024,NULL,NULL,0,De Brabantse Pijl,2024-04-10 00:00:00.000,One-day race,135,1453,NULL,Planned,https://www.procyclingstats.com/images/profiles/ca/fb/brabantse-pijl-we-2024-result-profile.jpg,F-1.PRO,UCI.WE.Pro,3,58,26,724,7.9kmsolo,1.Pro,WE - Women Elite,https://www.procyclingstats.com/race/brabantse-pijl-we/2024,https://www.worldcyclingstats.com/en/race/de-brabantse-pijl-vrouwen/2024,0,0,0,1,NULL,NULL,2025-01-28 13:22:39.0437880
de-brabantse-pijl-vrouwen/2025,brabantse-pijl/2025,NULL,NULL,0,De Brabantse Pijl,NULL,NULL,NULL,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,2025-02-06 20:01:32.6746150
deutschland-tour/2024,NULL,NULL,NULL,1,Deutschland Tour,NULL,NULL,NULL,NULL,NULL,Finished,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,NULL
deutschland-tour/2024/stage-0,deutschland-tour/2024/stage-0,stage-0,deutschland-tour/2024,1,Prologue | Schweinfurt - Schweinfurt,2024-08-21 00:00:00.000,Multi-day race,3,24,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/eb/deutschland-tour-2024-stage-0-profile.jpg,2.PRO.Stage,UCI.WR.Pro.Stage,1,0,60,341,NULL,2.Pro,ME - Men Elite,https://www.procyclingstats.com/race/deutschland-tour/2024/stage-0,https://www.worldcyclingstats.com/en/race/deutschland-tour/2024/stage-0,1,0,0,0,NULL,NULL,2025-02-07 07:28:24.1667240
deutschland-tour/2024/stage-1,deutschland-tour/2024/stage-1,stage-1,deutschland-tour/2024,1,Stage 1 | Schweinfurt - Heilbronn,2024-08-22 00:00:00.000,Multi-day race,176,2149,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/cd/deutschland-tour-2024-stage-1-profile.jpg,2.PRO.Stage,UCI.WR.Pro.Stage,2,79,60,341,Sprintoflargegroup,2.Pro,ME - Men Elite,https://www.procyclingstats.com/race/deutschland-tour/2024/stage-1,https://www.worldcyclingstats.com/en/race/deutschland-tour/2024/stage-1,1,0,0,0,NULL,NULL,2025-02-07 07:28:28.5025440
deutschland-tour/2024/stage-2,deutschland-tour/2024/stage-2,stage-2,deutschland-tour/2024,1,Stage 2 | Heilbronn - Schwäbisch Gmünd,2024-08-23 00:00:00.000,Multi-day race,175,2582,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/fa/deutschland-tour-2024-stage-2-profile.jpg,2.PRO.Stage,UCI.WR.Pro.Stage,3,96,60,341,Sprintof3riders,2.Pro,ME - Men Elite,https://www.procyclingstats.com/race/deutschland-tour/2024/stage-2,https://www.worldcyclingstats.com/en/race/deutschland-tour/2024/stage-2,1,0,0,0,NULL,NULL,2025-02-07 07:28:31.6467680
deutschland-tour/2024/stage-3,deutschland-tour/2024/stage-3,stage-3,deutschland-tour/2024,1,Stage 3 | Schwäbisch Gmünd - Villingen-Schwenningen,2024-08-24 00:00:00.000,Multi-day race,211,3192,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/ee/deutschland-tour-2024-stage-3-profile.jpg,2.PRO.Stage,UCI.WR.Pro.Stage,2,94,60,341,Sprintoflargegroup,2.Pro,ME - Men Elite,https://www.procyclingstats.com/race/deutschland-tour/2024/stage-3,https://www.worldcyclingstats.com/en/race/deutschland-tour/2024/stage-3,1,0,0,0,NULL,NULL,2025-02-07 07:28:35.1735260
deutschland-tour/2024/stage-4,deutschland-tour/2024/stage-4,stage-4,deutschland-tour/2024,1,Stage 4 | Annweiler am Trifels - Saarbrücken,2024-08-25 00:00:00.000,Multi-day race,183,2565,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/da/deutschland-tour-2024-stage-4-profile.jpg,2.PRO.Stage,UCI.WR.Pro.Stage,2,95,60,341,Sprintofsmallgroup,2.Pro,ME - Men Elite,https://www.procyclingstats.com/race/deutschland-tour/2024/stage-4,https://www.worldcyclingstats.com/en/race/deutschland-tour/2024/stage-4,1,0,0,0,NULL,NULL,2025-02-07 07:28:38.5968440
deutschland-tour/2025,NULL,NULL,NULL,0,Deutschland Tour,NULL,NULL,NULL,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,2025-02-06 20:01:33.8787320
deutschland-tour/2025/stage-1,deutschland-tour/2025/stage-1,stage-1,deutschland-tour/2025,0,Stage 1 |  -,2025-08-20 00:00:00.000,NULL,0,NULL,NULL,Planned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL
deutschland-tour/2025/stage-2,deutschland-tour/2025/stage-2,stage-2,deutschland-tour/2025,0,Stage 2 |  -,2025-08-21 00:00:00.000,NULL,0,NULL,NULL,Planned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL
deutschland-tour/2025/stage-3,deutschland-tour/2025/stage-3,stage-3,deutschland-tour/2025,0,Stage 3 |  -,2025-08-22 00:00:00.000,NULL,0,NULL,NULL,Planned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL
deutschland-tour/2025/stage-4,deutschland-tour/2025/stage-4,stage-4,deutschland-tour/2025,0,Stage 4 |  -,2025-08-23 00:00:00.000,NULL,0,NULL,NULL,Planned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL
deutschland-tour/2025/stage-5,deutschland-tour/2025/stage-5,stage-5,deutschland-tour/2025,0,Stage 5 |  -,2025-08-24 00:00:00.000,NULL,0,NULL,NULL,Planned,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,NULL
dooko-a-mazowsza/2024,dookola-mazowsza/2024,NULL,NULL,0,Dookoła Mazowsza,NULL,NULL,NULL,NULL,NULL,Finished,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1,NULL,NULL,2025-01-30 15:03:51.1594800
dooko-a-mazowsza/2024/stage-1,dookola-mazowsza/2024/stage-1,stage-1,dooko-a-mazowsza/2024,1,Stage 1 | Teresin - Teresin,2024-07-24 00:00:00.000,Multi-day race,168,303,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/ad/dookola-mazowsza-2024-stage-1-profile.jpg,2.2.Stage,UCI.WR.2.Stage,1,0,343,9,?-letusknow!,2.2,ME - Men Elite,https://www.procyclingstats.com/race/dookola-mazowsza/2024/stage-1,https://www.worldcyclingstats.com/en/race/dooko-a-mazowsza/2024/stage-1,0,0,0,1,NULL,NULL,2025-01-30 15:03:52.6183600
dooko-a-mazowsza/2024/stage-2,dookola-mazowsza/2024/stage-2,stage-2,dooko-a-mazowsza/2024,1,Stage 2 | Grodzisk Mazowiecki - Grodzisk Mazowiecki,2024-07-25 00:00:00.000,Multi-day race,166,520,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/ab/dookola-mazowsza-2024-stage-2-profile.jpg,2.2.Stage,UCI.WR.2.Stage,1,0,343,9,Sprintoflargegroup,2.2,ME - Men Elite,https://www.procyclingstats.com/race/dookola-mazowsza/2024/stage-2,https://www.worldcyclingstats.com/en/race/dooko-a-mazowsza/2024/stage-2,1,0,0,0,0,NULL,2025-02-07 07:28:41.7042950
dooko-a-mazowsza/2024/stage-3,dookola-mazowsza/2024/stage-3,stage-3,dooko-a-mazowsza/2024,1,Stage 3 | Płońsk - Płońsk,2024-07-26 00:00:00.000,Multi-day race,163,642,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/eb/dookola-mazowsza-2024-stage-3-profile.jpg,2.2.Stage,UCI.WR.2.Stage,1,0,343,9,?-letusknow!,2.2,ME - Men Elite,https://www.procyclingstats.com/race/dookola-mazowsza/2024/stage-3,https://www.worldcyclingstats.com/en/race/dooko-a-mazowsza/2024/stage-3,0,0,0,1,NULL,NULL,2025-01-30 15:03:55.4285860
dooko-a-mazowsza/2024/stage-4,dookola-mazowsza/2024/stage-4,stage-4,dooko-a-mazowsza/2024,1,Stage 4 | Kozienice - Kozienice,2024-07-27 00:00:00.000,Multi-day race,167,562,NULL,Finished,https://www.procyclingstats.com/images/profiles/ca/be/dookola-mazowsza-2024-stage-4-profile.jpg,2.2.Stage,UCI.WR.2.Stage,1,0,343,9,Sprintoflargegroup,2.2,ME - Men Elite,https://www.procyclingstats.com/race/dookola-mazowsza/2024/stage-4,https://www.worldcyclingstats.com/en/race/dooko-a-mazowsza/2024/stage-4,1,0,0,0,0,NULL,2025-02-07 07:28:44.1768780
dooko-a-mazowsza/2025,dookola-mazowsza/2025,NULL,NULL,0,Dookoła Mazowsza,NULL,NULL,NULL,NULL,NULL,New,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,2025-02-06 20:01:35.2196430
