month,year,distance,elevation,PointsScale,UciScale,ParcoursType,ProfileScore,RaceRanking,StartlistQuality,Classification,Category,Duration
9,2024,182,1872,2.PRO.Stage,UCI.WR.Pro.Stage,2,46,108,211,2.Pro,ME - Men Elite,15105
9,2024,152,2178,2.PRO.Stage,UCI.WR.Pro.Stage,2,100,108,211,2.Pro,ME - Men Elite,13045
9,2024,166,2201,2.PRO.Stage,UCI.WR.Pro.Stage,2,83,108,211,2.Pro,ME - Men Elite,13803
9,2024,139,1072,2.PRO.Stage,UCI.WR.Pro.Stage,1,9,108,211,2.Pro,ME - Men Elite,11514
9,2024,150,1306,2.PRO.Stage,UCI.WR.Pro.Stage,1,19,108,211,2.Pro,ME - Men Elite,11529
9,2024,158,828,2.PRO.Stage,UCI.WR.Pro.Stage,1,8,108,211,2.Pro,ME - Men Elite,12138
6,2024,142,1940,F-2.WWT.Stage,UCI.WE.WWT.Stage,2,49,50,369,2.WWT,WE - Women Elite,14658
6,2024,140,1339,F-2.WWT.Stage,UCI.WE.WWT.Stage,2,49,50,369,2.WWT,WE - Women Elite,13032
6,2024,107,611,F-2.WWT.Stage,UCI.WE.WWT.Stage,1,8,50,369,2.WWT,WE - Women Elite,9882
6,2024,99,1238,F-2.WWT.Stage,UCI.WE.WWT.Stage,2,43,50,369,2.WWT,WE - Women Elite,9471
5,2024,193,811,2.1.Stage,UCI.WR.1.Stage,1,10,241,17,2.1,ME - Men Elite,17296
5,2024,165,1126,2.1.Stage,UCI.WR.1.Stage,1,25,241,17,2.1,ME - Men Elite,13615
8,2024,96,575,2.PRO.Stage,UCI.WR.Pro.Stage,1,2,155,113,2.Pro,ME - Men Elite,7364
8,2024,179,1096,2.PRO.Stage,UCI.WR.Pro.Stage,2,31,155,113,2.Pro,ME - Men Elite,14764
8,2024,181,2581,2.PRO.Stage,UCI.WR.Pro.Stage,2,125,155,113,2.Pro,ME - Men Elite,15692
8,2024,151,2253,2.PRO.Stage,UCI.WR.Pro.Stage,2,68,155,113,2.Pro,ME - Men Elite,12819
8,2024,203,2390,2.PRO.Stage,UCI.WR.Pro.Stage,2,65,155,113,2.Pro,ME - Men Elite,16229
5,2024,92,434,2.1.Stage,UCI.WR.1.Stage,2,14,177,56,2.1,ME - Men Elite,7034
5,2024,170,1680,2.1.Stage,UCI.WR.1.Stage,2,26,177,56,2.1,ME - Men Elite,14022
5,2024,158,4206,2.1.Stage,UCI.WR.1.Stage,5,379,177,56,2.1,ME - Men Elite,16301
5,2024,197,1594,2.1.Stage,UCI.WR.1.Stage,2,33,177,56,2.1,ME - Men Elite,16620
5,2024,133,1049,2.1.Stage,UCI.WR.1.Stage,2,9,177,56,2.1,ME - Men Elite,10115
5,2024,104,2089,2.2.Stage,UCI.WR.2.Stage,2,93,188,35,2.2,ME - Men Elite,11452
5,2024,127,1781,2.2.Stage,UCI.WR.2.Stage,3,92,188,35,2.2,ME - Men Elite,11181
5,2024,137,1093,2.2.Stage,UCI.WR.2.Stage,1,17,188,35,2.2,ME - Men Elite,10963
5,2024,121,2311,2.2.Stage,UCI.WR.2.Stage,2,128,188,35,2.2,ME - Men Elite,10963
5,2024,67,2365,2.2.Stage,UCI.WR.2.Stage,5,356,188,35,2.2,ME - Men Elite,8685
5,2024,108,1643,2.2.Stage,UCI.WR.2.Stage,3,52,188,35,2.2,ME - Men Elite,8051
5,2024,104,551,2.2.Stage,UCI.WR.2.Stage,1,12,188,35,2.2,ME - Men Elite,8051
8,2024,193,1956,1.1,UCI.WR.1,2,44,119,180,1.1,ME - Men Elite,16122
5,2024,150,1887,2.2.Stage,UCI.WR.2.Stage,3,141,227,19,2.2,ME - Men Elite,12535
6,2024,148,2330,2.2.Stage,UCI.WR.2.Stage,2,87,227,19,2.2,ME - Men Elite,13505
6,2024,126,1965,2.2.Stage,UCI.WR.2.Stage,5,224,227,19,2.2,ME - Men Elite,10974
4,2024,102,1332,2.2.Stage,UCI.WR.2.Stage,2,120,205,25,2.2,ME - Men Elite,8423
4,2024,153,1424,2.2.Stage,UCI.WR.2.Stage,2,32,205,25,2.2,ME - Men Elite,11932
4,2024,95,3259,2.2.Stage,UCI.WR.2.Stage,5,379,205,25,2.2,ME - Men Elite,11368
4,2024,124,33,2.2.Stage,UCI.WR.2.Stage,1,0,205,25,2.2,ME - Men Elite,8970
5,2024,142,2398,2.PRO.Stage,UCI.WR.Pro.Stage,3,183,123,173,2.Pro,ME - Men Elite,12094
5,2024,205,3450,2.PRO.Stage,UCI.WR.Pro.Stage,3,217,123,173,2.Pro,ME - Men Elite,18069
5,2024,173,1306,2.PRO.Stage,UCI.WR.Pro.Stage,1,18,123,173,2.Pro,ME - Men Elite,14013
5,2024,124,1458,2.PRO.Stage,UCI.WR.Pro.Stage,2,48,123,173,2.Pro,ME - Men Elite,9544
2,2024,182,907,2.PRO.Stage,UCI.WR.Pro.Stage,3,15,99,224,2.Pro,ME - Men Elite,15808
2,2024,170,2140,2.PRO.Stage,UCI.WR.Pro.Stage,3,96,99,224,2.Pro,ME - Men Elite,14644
2,2024,76,567,2.PRO.Stage,UCI.WR.Pro.Stage,3,19,99,224,2.Pro,ME - Men Elite,6474
2,2024,104,1222,2.PRO.Stage,UCI.WR.Pro.Stage,3,114,99,224,2.Pro,ME - Men Elite,8255
2,2024,72,1178,2.PRO.Stage,UCI.WR.Pro.Stage,5,188,99,224,2.Pro,ME - Men Elite,6577
2,2025,178,1779,2.PRO.Stage,UCI.WR.Pro.Stage,2,39,82,285,2.Pro,ME - Men Elite,16039
2,2025,203,1801,2.PRO.Stage,UCI.WR.Pro.Stage,3,123,82,285,2.Pro,ME - Men Elite,17106
2,2025,181,1838,2.PRO.Stage,UCI.WR.Pro.Stage,3,103,82,285,2.Pro,ME - Men Elite,15370
2,2025,182,907,2.PRO.Stage,UCI.WR.Pro.Stage,1,15,82,285,2.Pro,ME - Men Elite,16295
2,2025,139,1706,2.PRO.Stage,UCI.WR.Pro.Stage,5,182,82,285,2.Pro,ME - Men Elite,11595
7,2024,121,476,2.PRO.Stage,UCI.WR.Pro.Stage,1,0,164,99,2.Pro,ME - Men Elite,9052
7,2024,112,1790,2.PRO.Stage,UCI.WR.Pro.Stage,2,72,164,99,2.Pro,ME - Men Elite,9437
7,2024,202,3683,2.PRO.Stage,UCI.WR.Pro.Stage,4,129,164,99,2.Pro,ME - Men Elite,17952
7,2024,136,2430,2.PRO.Stage,UCI.WR.Pro.Stage,2,73,164,99,2.Pro,ME - Men Elite,12511
7,2024,127,1484,2.PRO.Stage,UCI.WR.Pro.Stage,2,31,164,99,2.Pro,ME - Men Elite,10726
7,2024,206,2339,2.PRO.Stage,UCI.WR.Pro.Stage,2,57,164,99,2.Pro,ME - Men Elite,15789
7,2024,169,1537,2.PRO.Stage,UCI.WR.Pro.Stage,2,15,164,99,2.Pro,ME - Men Elite,12764
7,2024,121,1059,2.PRO.Stage,UCI.WR.Pro.Stage,2,27,164,99,2.Pro,ME - Men Elite,8861
5,2024,118,1616,2.2.Stage,UCI.WR.2.Stage,3,78,307,11,2.2,ME - Men Elite,10501
5,2024,136,1123,2.2.Stage,UCI.WR.2.Stage,3,23,307,11,2.2,ME - Men Elite,10791
5,2024,138,1148,2.2.Stage,UCI.WR.2.Stage,3,40,307,11,2.2,ME - Men Elite,11210
1,2024,134,1299,2.2.Stage,UCI.WR.2.Stage,2,73,179,49,2.2,ME - Men Elite,10795
1,2024,138,582,2.2.Stage,UCI.WR.2.Stage,1,3,179,49,2.2,ME - Men Elite,10280
1,2024,126,2154,2.2.Stage,UCI.WR.2.Stage,5,200,179,49,2.2,ME - Men Elite,10935
1,2024,94,549,2.2.Stage,UCI.WR.2.Stage,1,13,179,49,2.2,ME - Men Elite,7001
1,2025,133,1457,2.2.Stage,UCI.WR.2.Stage,3,109,188,46,2.2,ME - Men Elite,11398
1,2025,127,390,2.2.Stage,UCI.WR.2.Stage,1,5,188,46,2.2,ME - Men Elite,9825
1,2025,11,37,2.2.Stage,UCI.WR.2.Stage,1,0,188,46,2.2,ME - Men Elite,804
1,2025,132,2732,2.2.Stage,UCI.WR.2.Stage,5,214,188,46,2.2,ME - Men Elite,11386
1,2025,122,458,2.2.Stage,UCI.WR.2.Stage,1,5,188,46,2.2,ME - Men Elite,9696
6,2024,205,901,2.PRO.Stage,UCI.WR.Pro.Stage,1,21,55,352,2.Pro,ME - Men Elite,16500
6,2024,178,2480,2.PRO.Stage,UCI.WR.Pro.Stage,2,87,55,352,2.Pro,ME - Men Elite,15968
6,2024,161,2771,2.PRO.Stage,UCI.WR.Pro.Stage,2,194,55,352,2.Pro,ME - Men Elite,13579
6,2024,147,2928,2.PRO.Stage,UCI.WR.Pro.Stage,5,299,55,352,2.Pro,ME - Men Elite,14349
6,2024,157,1847,2.PRO.Stage,UCI.WR.Pro.Stage,2,94,55,352,2.Pro,ME - Men Elite,12246
10,2024,103,687,2.PRO.Stage,UCI.WR.Pro.Stage,1,22,183,55,2.Pro,ME - Men Elite,7467
10,2024,79,35,2.PRO.Stage,UCI.WR.Pro.Stage,1,0,183,55,2.Pro,ME - Men Elite,5919
10,2024,117,118,2.PRO.Stage,UCI.WR.Pro.Stage,1,0,183,55,2.Pro,ME - Men Elite,8181
10,2024,117,198,2.PRO.Stage,UCI.WR.Pro.Stage,1,0,183,55,2.Pro,ME - Men Elite,8393
10,2024,114,1179,2.PRO.Stage,UCI.WR.Pro.Stage,1,65,183,55,2.Pro,ME - Men Elite,9197
4,2024,133,2259,2.PRO.Stage,UCI.WR.Pro.Stage,4,185,100,219,2.Pro,ME - Men Elite,11826
4,2024,191,2738,2.PRO.Stage,UCI.WR.Pro.Stage,2,119,100,219,2.Pro,ME - Men Elite,17257
4,2024,125,2287,2.PRO.Stage,UCI.WR.Pro.Stage,4,262,100,219,2.Pro,ME - Men Elite,11771
4,2024,141,4219,2.PRO.Stage,UCI.WR.Pro.Stage,4,323,100,219,2.Pro,ME - Men Elite,14787
4,2024,119,2645,2.PRO.Stage,UCI.WR.Pro.Stage,4,213,100,219,2.Pro,ME - Men Elite,10220
8,2024,130,972,2.2.Stage,UCI.WR.2.Stage,1,7,230,21,2.2,ME - Men Elite,9708
8,2024,90,234,2.2.Stage,UCI.WR.2.Stage,1,0,230,21,2.2,ME - Men Elite,6242
8,2024,90,273,2.2.Stage,UCI.WR.2.Stage,2,5,230,21,2.2,ME - Men Elite,6189
10,2024,109,2088,F-1.PRO,UCI.WE.Pro,2,99,28,689,1.Pro,WE - Women Elite,10498
5,2024,204,1686,1.PRO,UCI.WR.Pro,2,36,74,278,1.Pro,ME - Men Elite,17723
5,2024,117,728,F-1.1,UCI.WE.1,1,3,69,256,1.1,WE - Women Elite,10417
3,2024,146,1619,1.2,UCI.WR.2,3,36,260,16,1.2,ME - Men Elite,11480
2,2024,142,1213,1.2,UCI.WR.2,1,17,310,11,1.2,ME - Men Elite,11260
3,2024,141,2027,F-1.WWT,UCI.WE.WWT,2,82,19,1014,1.WWT,WE - Women Elite,13209
1,2024,158,2904,1.1,UCI.WR.1,2,152,63,315,1.1,ME - Men Elite,13492
1,2024,114,1483,F-1.1,UCI.WE.1,2,99,33,560,1.1,WE - Women Elite,10941
1,2024,150,3153,1.1,UCI.WR.1,2,150,75,292,1.1,ME - Men Elite,13727
1,2025,150,3119,1.1,UCI.WR.1,2,142,74,291,1.1,ME - Men Elite,12891
7,2024,122,1236,1.2,UCI.WR.2,3,28,345,9,1.2,ME - Men Elite,10177
3,2024,74,962,,UCI.WR.J-1.Ncup,2,53,NULL,NULL,1.Ncup,WJ - Women Juniors,7122
1,2024,127,724,F-1.1,UCI.WE.1,1,11,46,384,1.1,WE - Women Elite,11015
2,2024,202,2997,1.PRO,UCI.WR.Pro,2,153,63,311,1.Pro,ME - Men Elite,18699
9,2024,194,2513,1.1,UCI.WR.1,2,86,115,181,1.1,ME - Men Elite,16274
3,2024,107,686,F-1.1,UCI.WE.1,2,38,41,456,1.1,WE - Women Elite,9294
1,2024,138,1632,F-1.1,UCI.WE.1,3,83,33,557,1.1,WE - Women Elite,13577
1,2025,130,1349,F-1.1,UCI.WE.1,3,51,43,490,1.1,WE - Women Elite,12054
1,2024,150,1000,1.1,UCI.WR.1,2,11,110,194,1.1,ME - Men Elite,11351
2,2025,150,1000,1.1,UCI.WR.1,2,10,93,238,1.1,ME - Men Elite,11320
4,2024,179,3238,1.2,UCI.WR.2U,2,158,373,5,1.2U,MU - Men U23,16226
3,2024,112,1252,F-2.2.Stage,UCI.WE.2.Stage,2,50,86,141,2.2,WE - Women Elite,9961
3,2024,72,1177,F-2.2.Stage,UCI.WE.2.Stage,2,82,86,141,2.2,WE - Women Elite,7015
3,2024,88,1169,F-2.2.Stage,UCI.WE.2.Stage,2,52,86,141,2.2,WE - Women Elite,8553
1,2024,154,2430,1.1,UCI.WR.1,2,148,91,259,1.1,ME - Men Elite,12883
1,2025,151,2097,1.1,UCI.WR.1,3,104,56,368,1.1,ME - Men Elite,11826
1,2024,181,1124,1.1,UCI.WR.1,2,12,109,198,1.1,ME - Men Elite,14103
8,2024,167,1344,2.2.Stage,UCI.WR.2.Stage,2,38,269,15,2.2,ME - Men Elite,13873
8,2024,159,2491,2.2.Stage,UCI.WR.2.Stage,5,145,269,15,2.2,ME - Men Elite,14353
8,2024,199,1421,2.2.Stage,UCI.WR.2.Stage,2,26,269,15,2.2,ME - Men Elite,16248
8,2024,189,1599,2.2.Stage,UCI.WR.2.Stage,2,37,269,15,2.2,ME - Men Elite,15991
8,2024,98,428,2.2.Stage,UCI.WR.2.Stage,1,10,269,15,2.2,ME - Men Elite,7332
2,2024,141,1391,2.WT.Stage,UCI.WR.C3.Stage,1,59,36,532,2.UWT,ME - Men Elite,11395
2,2024,12,2,2.WT.Stage,UCI.WR.C3.Stage,1,0,36,532,2.UWT,ME - Men Elite,807
2,2024,176,2029,2.WT.Stage,UCI.WR.C3.Stage,5,179,36,532,2.UWT,ME - Men Elite,15381
2,2024,168,288,2.WT.Stage,UCI.WR.C3.Stage,1,0,36,532,2.UWT,ME - Men Elite,14507
2,2024,182,1043,2.WT.Stage,UCI.WR.C3.Stage,1,8,36,532,2.UWT,ME - Men Elite,14918
2,2024,138,110,2.WT.Stage,UCI.WR.C3.Stage,1,0,36,532,2.UWT,ME - Men Elite,10934
2,2024,161,1267,2.WT.Stage,UCI.WR.C3.Stage,5,165,36,532,2.UWT,ME - Men Elite,13108
2,2025,138,1451,2.WT.Stage,UCI.WR.C3.Stage,1,63,37,567,2.UWT,ME - Men Elite,12694
2,2024,122,217,F-2.WWT.Stage,UCI.WE.WWT.Stage,1,0,24,850,2.WWT,WE - Women Elite,10751
2,2024,113,311,F-2.WWT.Stage,UCI.WE.WWT.Stage,1,0,24,850,2.WWT,WE - Women Elite,8888
2,2024,128,1165,F-2.WWT.Stage,UCI.WE.WWT.Stage,5,161,24,850,2.WWT,WE - Women Elite,12135
2,2024,105,102,F-2.WWT.Stage,UCI.WE.WWT.Stage,1,0,24,850,2.WWT,WE - Women Elite,8853
2,2025,149,266,F-2.WWT.Stage,UCI.WE.WWT.Stage,1,0,13,1099,2.WWT,WE - Women Elite,14257
2,2025,111,452,F-2.WWT.Stage,UCI.WE.WWT.Stage,1,0,13,1099,2.WWT,WE - Women Elite,8255
2,2025,152,1253,F-2.WWT.Stage,UCI.WE.WWT.Stage,5,157,13,1099,2.WWT,WE - Women Elite,14191
2,2025,127,153,F-2.WWT.Stage,UCI.WE.WWT.Stage,1,1,13,1099,2.WWT,WE - Women Elite,11008
2,2024,114,973,F-1.2,UCI.WE.2,1,16,119,36,1.2,WE - Women Elite,10795
5,2024,172,579,1.1,UCI.WR.1,1,15,145,134,1.1,ME - Men Elite,12966
5,2024,172,579,1.1,UCI.WR.1,1,15,145,134,1.1,ME - Men Elite,11727
10,2024,192,2013,1.PRO,UCI.WR.Pro,2,111,74,290,1.Pro,ME - Men Elite,15842
7,2024,191,2125,1.2,UCI.WR.2,3,98,292,13,1.2,ME - Men Elite,16314
7,2024,173,1419,1.2,UCI.WR.2,2,19,280,14,1.2,ME - Men Elite,12988
7,2024,139,2288,1.2,UCI.WR.2,2,183,425,2,1.2,ME - Men Elite,12675
7,2024,139,1241,1.2,UCI.WR.2,3,47,425,2,1.2,ME - Men Elite,11037
1,2024,167,2374,2.PRO.Stage,UCI.WR.Pro.Stage,2,105,56,349,2.Pro,ME - Men Elite,14674
2,2024,163,1827,2.PRO.Stage,UCI.WR.Pro.Stage,2,56,56,349,2.Pro,ME - Men Elite,13667
2,2024,161,1393,2.PRO.Stage,UCI.WR.Pro.Stage,2,30,56,349,2.Pro,ME - Men Elite,13324
2,2024,160,3328,2.PRO.Stage,UCI.WR.Pro.Stage,3,231,56,349,2.Pro,ME - Men Elite,14901
2,2024,93,1161,2.PRO.Stage,UCI.WR.Pro.Stage,2,84,56,349,2.Pro,ME - Men Elite,7698
2,2025,166,3312,2.PRO.Stage,UCI.WR.Pro.Stage,5,267,38,499,2.Pro,ME - Men Elite,14874
2,2025,180,2997,2.PRO.Stage,UCI.WR.Pro.Stage,5,156,38,499,2.Pro,ME - Men Elite,15975
2,2025,181,3598,2.PRO.Stage,UCI.WR.Pro.Stage,3,131,38,499,2.Pro,ME - Men Elite,17609
2,2025,104,87,2.PRO.Stage,UCI.WR.Pro.Stage,1,0,38,499,2.Pro,ME - Men Elite,7792
2,2024,93,1161,F-1.1,UCI.WE.1,2,84,52,324,1.1,WE - Women Elite,8657
3,2024,168,1493,2.2.Stage,UCI.WR.2.Stage,3,31,233,20,2.2,ME - Men Elite,14187
3,2024,181,1531,2.2.Stage,UCI.WR.2.Stage,2,38,233,20,2.2,ME - Men Elite,15548
3,2024,168,1763,2.2.Stage,UCI.WR.2.Stage,2,36,233,20,2.2,ME - Men Elite,14956
3,2024,148,2403,2.2.Stage,UCI.WR.2.Stage,3,123,233,20,2.2,ME - Men Elite,13366
3,2024,188,1675,2.2.Stage,UCI.WR.2.Stage,3,22,233,20,2.2,ME - Men Elite,15327
2,2024,201,2184,2.PRO.Stage,UCI.WR.Pro.Stage,1,43,29,661,2.Pro,ME - Men Elite,17524
2,2024,172,3162,2.PRO.Stage,UCI.WR.Pro.Stage,5,204,29,661,2.Pro,ME - Men Elite,16820
2,2024,192,2572,2.PRO.Stage,UCI.WR.Pro.Stage,1,59,29,661,2.Pro,ME - Men Elite,17457
2,2024,22,322,2.PRO.Stage,UCI.WR.Pro.Stage,2,24,29,661,2.Pro,ME - Men Elite,1629
2,2024,166,2987,2.PRO.Stage,UCI.WR.Pro.Stage,3,201,29,661,2.Pro,ME - Men Elite,14135
8,2024,182,2313,2.1.Stage,UCI.WR.1.Stage,3,74,187,38,2.1,ME - Men Elite,2076
8,2024,171,3823,2.1.Stage,UCI.WR.1.Stage,5,256,187,38,2.1,ME - Men Elite,15910
8,2024,27,369,2.1.Stage,UCI.WR.1.Stage,2,24,187,38,2.1,ME - Men Elite,2076
7,2024,158,2675,2.1.Stage,UCI.WR.1.Stage,5,241,187,38,2.1,ME - Men Elite,13740
7,2024,165,1027,2.1.Stage,UCI.WR.1.Stage,3,11,187,38,2.1,ME - Men Elite,15010
7,2024,161,3146,2.1.Stage,UCI.WR.1.Stage,5,279,187,38,2.1,ME - Men Elite,15206
7,2024,165,2947,2.1.Stage,UCI.WR.1.Stage,3,169,187,38,2.1,ME - Men Elite,15206
7,2024,177,2730,2.1.Stage,UCI.WR.1.Stage,3,89,187,38,2.1,ME - Men Elite,13149
7,2024,169,2621,2.1.Stage,UCI.WR.1.Stage,4,130,187,38,2.1,ME - Men Elite,15845
8,2024,160,2387,2.1.Stage,UCI.WR.1.Stage,2,96,187,38,2.1,ME - Men Elite,15910
3,2024,174,2677,2.WT.Stage,UCI.WR.C2.Stage,2,118,27,705,2.UWT,ME - Men Elite,15098
3,2024,187,3470,2.WT.Stage,UCI.WR.C2.Stage,5,247,27,705,2.UWT,ME - Men Elite,17557
3,2024,177,3958,2.WT.Stage,UCI.WR.C2.Stage,5,310,27,705,2.UWT,ME - Men Elite,16465
3,2024,169,1346,2.WT.Stage,UCI.WR.C2.Stage,2,24,27,705,2.UWT,ME - Men Elite,13219
3,2024,167,2243,2.WT.Stage,UCI.WR.C2.Stage,2,85,27,705,2.UWT,ME - Men Elite,12965
3,2024,155,4075,2.WT.Stage,UCI.WR.C2.Stage,5,316,27,705,2.UWT,ME - Men Elite,15113
3,2024,145,2060,2.WT.Stage,UCI.WR.C2.Stage,2,165,27,705,2.UWT,ME - Men Elite,11723
3,2024,191,2979,1.1,UCI.WR.1,2,100,174,76,1.1,ME - Men Elite,16313
4,2024,179,3949,2.1.Stage,UCI.WR.1.Stage,4,239,170,86,2.1,ME - Men Elite,17174
4,2024,200,2703,2.1.Stage,UCI.WR.1.Stage,2,93,170,86,2.1,ME - Men Elite,17418
4,2024,140,1702,2.1.Stage,UCI.WR.1.Stage,2,122,170,86,2.1,ME - Men Elite,12172
8,2024,168,1640,2.PRO.Stage,UCI.WR.Pro.Stage,2,43,91,237,2.Pro,ME - Men Elite,14546
8,2024,161,2331,2.PRO.Stage,UCI.WR.Pro.Stage,3,78,91,237,2.Pro,ME - Men Elite,14383
8,2024,138,2428,2.PRO.Stage,UCI.WR.Pro.Stage,5,217,91,237,2.Pro,ME - Men Elite,12125
8,2024,19,87,2.PRO.Stage,UCI.WR.Pro.Stage,1,0,91,237,2.Pro,ME - Men Elite,1191
8,2024,156,1705,2.PRO.Stage,UCI.WR.Pro.Stage,2,55,91,237,2.Pro,ME - Men Elite,12268
5,2024,123,1134,F-2.WWT.Stage,UCI.WE.WWT.Stage,2,34,21,889,2.WWT,WE - Women Elite,10953
5,2024,123,1249,F-2.WWT.Stage,UCI.WE.WWT.Stage,3,63,21,889,2.WWT,WE - Women Elite,11123
5,2024,122,1002,F-2.WWT.Stage,UCI.WE.WWT.Stage,1,33,21,889,2.WWT,WE - Women Elite,10461
5,2024,122,1776,F-2.WWT.Stage,UCI.WE.WWT.Stage,4,113,21,889,2.WWT,WE - Women Elite,11864
7,2024,200,1461,1.1,UCI.WR.1,3,41,136,147,1.1,ME - Men Elite,16435
8,2024,102,511,F-2.2.Stage,UCI.WE.2.Stage,1,8,130,55,2.2,WE - Women Elite,9565
8,2024,128,722,F-2.2.Stage,UCI.WE.2.Stage,1,10,130,55,2.2,WE - Women Elite,13059
8,2024,108,996,F-2.2.Stage,UCI.WE.2.Stage,3,152,130,55,2.2,WE - Women Elite,11460
8,2024,134,481,F-2.2.Stage,UCI.WE.2.Stage,1,3,130,55,2.2,WE - Women Elite,12556
8,2024,121,1359,F-2.2.Stage,UCI.WE.2.Stage,4,147,130,55,2.2,WE - Women Elite,12626
8,2024,28,67,F-2.2.Stage,UCI.WE.2.Stage,1,0,130,55,2.2,WE - Women Elite,2255
8,2024,102,511,F-2.2.Stage,UCI.WE.2.Stage,1,8,130,55,2.2,WE - Women Elite,9565
8,2024,128,722,F-2.2.Stage,UCI.WE.2.Stage,1,10,130,55,2.2,WE - Women Elite,13059
8,2024,108,996,F-2.2.Stage,UCI.WE.2.Stage,3,152,130,55,2.2,WE - Women Elite,11460
8,2024,134,481,F-2.2.Stage,UCI.WE.2.Stage,1,3,130,55,2.2,WE - Women Elite,12556
8,2024,121,1359,F-2.2.Stage,UCI.WE.2.Stage,4,147,130,55,2.2,WE - Women Elite,12626
8,2024,28,67,F-2.2.Stage,UCI.WE.2.Stage,1,0,130,55,2.2,WE - Women Elite,2255
10,2024,158,2464,2.2.Stage,UCI.WR.2.Stage,5,132,294,12,2.2,ME - Men Elite,14123
11,2024,130,1648,2.2.Stage,UCI.WR.2.Stage,2,57,294,12,2.2,ME - Men Elite,10403
10,2024,107,2615,2.2.Stage,UCI.WR.2.Stage,5,237,294,12,2.2,ME - Men Elite,11015
10,2024,114,1659,2.2.Stage,UCI.WR.2.Stage,5,149,294,12,2.2,ME - Men Elite,10522
10,2024,118,1409,2.2.Stage,UCI.WR.2.Stage,3,62,294,12,2.2,ME - Men Elite,10027
10,2024,157,3518,2.2.Stage,UCI.WR.2.Stage,5,241,294,12,2.2,ME - Men Elite,16671
10,2024,120,1856,2.2.Stage,UCI.WR.2.Stage,2,127,294,12,2.2,ME - Men Elite,10144
10,2024,131,2786,2.2.Stage,UCI.WR.2.Stage,2,108,294,12,2.2,ME - Men Elite,12483
11,2024,121,908,2.2.Stage,UCI.WR.2.Stage,3,9,294,12,2.2,ME - Men Elite,9724
11,2024,15,508,2.2.Stage,UCI.WR.2.Stage,3,83,294,12,2.2,ME - Men Elite,1673
11,2024,158,1625,2.2.Stage,UCI.WR.2.Stage,1,76,395,3,2.2,ME - Men Elite,11866
11,2024,189,496,2.2.Stage,UCI.WR.2.Stage,1,1,395,3,2.2,ME - Men Elite,16704
11,2024,85,1478,2.2.Stage,UCI.WR.2.Stage,1,82,395,3,2.2,ME - Men Elite,7124
11,2024,130,1024,2.2.Stage,UCI.WR.2.Stage,1,11,395,3,2.2,ME - Men Elite,10808
11,2024,153,2307,2.2.Stage,UCI.WR.2.Stage,4,84,395,3,2.2,ME - Men Elite,14169
11,2024,187,2954,2.2.Stage,UCI.WR.2.Stage,5,162,395,3,2.2,ME - Men Elite,17974
11,2024,160,3535,2.2.Stage,UCI.WR.2.Stage,5,276,395,3,2.2,ME - Men Elite,16782
1,2024,150,1733,2.2.Stage,UCI.WR.2.Stage,2,34,338,8,2.2,ME - Men Elite,12974
1,2024,142,1743,2.2.Stage,UCI.WR.2.Stage,3,91,338,8,2.2,ME - Men Elite,11481
1,2024,126,703,2.2.Stage,UCI.WR.2.Stage,1,10,338,8,2.2,ME - Men Elite,10051
1,2024,121,2627,2.2.Stage,UCI.WR.2.Stage,3,193,338,8,2.2,ME - Men Elite,9700
1,2024,134,2226,2.2.Stage,UCI.WR.2.Stage,5,209,338,8,2.2,ME - Men Elite,12260
1,2024,130,2153,2.2.Stage,UCI.WR.2.Stage,2,148,338,8,2.2,ME - Men Elite,11808
1,2024,141,1954,2.2.Stage,UCI.WR.2.Stage,3,210,338,8,2.2,ME - Men Elite,14194
1,2024,117,1780,2.2.Stage,UCI.WR.2.Stage,2,81,338,8,2.2,ME - Men Elite,10254
1,2025,151,1798,2.2.Stage,UCI.WR.2.Stage,1,33,438,0,2.2,ME - Men Elite,13443
1,2025,158,1111,2.2.Stage,UCI.WR.2.Stage,1,22,438,0,2.2,ME - Men Elite,13088
1,2025,136,670,2.2.Stage,UCI.WR.2.Stage,1,4,438,0,2.2,ME - Men Elite,10888
1,2025,113,1297,2.2.Stage,UCI.WR.2.Stage,3,80,438,0,2.2,ME - Men Elite,10338
1,2025,163,2535,2.2.Stage,UCI.WR.2.Stage,5,165,438,0,2.2,ME - Men Elite,14954
1,2025,194,2677,2.2.Stage,UCI.WR.2.Stage,5,221,438,0,2.2,ME - Men Elite,17625
1,2025,151,2552,2.2.Stage,UCI.WR.2.Stage,5,203,438,0,2.2,ME - Men Elite,14594
1,2025,117,1780,2.2.Stage,UCI.WR.2.Stage,2,81,438,0,2.2,ME - Men Elite,9755
8,2024,12,55,GT.B.Stage,UCI.WR.GT.B.Stage,1,1,12,916,2.UWT,ME - Men Elite,755
8,2024,160,3074,GT.B.Stage,UCI.WR.GT.B.Stage,4,178,12,916,2.UWT,ME - Men Elite,13847
8,2024,164,2890,GT.B.Stage,UCI.WR.GT.B.Stage,2,148,12,916,2.UWT,ME - Men Elite,13492
8,2024,138,3088,GT.B.Stage,UCI.WR.GT.B.Stage,5,174,12,916,2.UWT,ME - Men Elite,12972
8,2024,176,3708,GT.B.Stage,UCI.WR.GT.B.Stage,5,299,12,916,2.UWT,ME - Men Elite,15591
